time_ratio,time_ratio,free_energy(kcal/mol),estimated std,Rolling_STD(kcal/mol)
0.01,0.01,-0.41679226509305933,0.021134469171204158,0.008595282924561803
0.02,0.02,-0.44703700191726325,0.01511795073529591,0.008595282924561803
0.03,0.03,-0.4434862198753477,0.012730092833886144,0.008595282924561803
0.04,0.04,-0.4626379501418089,0.011241849170124444,0.008595282924561803
0.05,0.05,-0.4599589504892045,0.009948931972650257,0.008595282924561803
0.06,0.06,-0.45907697757491595,0.009087310555517845,0.008595282924561803
0.07,0.07,-0.45994563674197,0.008514101525864607,0.008595282924561803
0.08,0.08,-0.467783426340936,0.007992204491334323,0.008595282924561803
0.09,0.09,-0.46830247354840193,0.007527120181536843,0.008595282924561803
0.1,0.1,-0.4683863087241249,0.007132468441233755,0.008595282924561803
0.11,0.11,-0.46406867533586466,0.00676465037603156,0.008595282924561803
0.12,0.12,-0.4624216793057919,0.006514247097690474,0.007279826934433046
0.13,0.13,-0.4632080931864766,0.006284574953478644,0.0035320002697559823
0.14,0.14,-0.45782971276726453,0.006107195180296823,0.00397397383190763
0.15,0.15,-0.4565574599056809,0.0059187903479008255,0.004395724525441336
0.16,0.16,-0.4581078552039595,0.00574317636651464,0.004495449966270133
0.17,0.17,-0.45692955753448655,0.005574628782731785,0.004789444321881157
0.18,0.18,-0.4575804142626084,0.005456620722203528,0.004588149272537502
0.19,0.19,-0.4555241280837356,0.0052772280577166935,0.004196028314592943
0.2,0.2,-0.4542660200815644,0.005118608911499227,0.0033797373966956523
0.21,0.21,-0.45800545938924647,0.005119674189337337,0.002792310654223454
0.22,0.22,-0.4551720822932529,0.0051306715078121325,0.0024491996425886494
0.23,0.23,-0.45903081573576965,0.005133064209048745,0.0015086211228409582
0.24,0.24,-0.4545248939885788,0.005130290329026681,0.0016387778677560718
0.25,0.25,-0.4533596371174371,0.005149825108233124,0.0019279569365391119
0.26,0.26,-0.4494022773332909,0.005133146746437565,0.002775200422844819
0.27,0.27,-0.4470074321518717,0.005110983232193008,0.0037588442099718935
0.28,0.28,-0.44339855360539304,0.005103569839739889,0.0049171434195345465
0.29,0.29,-0.44240100056398307,0.005117706816560023,0.0058265712337335985
0.3,0.3,-0.44599073245265247,0.005172218147126059,0.005999897495973885
0.31,0.31,-0.4506634187882046,0.0051747963572953935,0.005448021631029508
0.32,0.32,-0.4492809893272082,0.005132204875124555,0.005148298562646578
0.33,0.33,-0.44562904063800846,0.005097911257577864,0.004012370829940262
0.34,0.34,-0.4489057727860526,0.0051021037628801846,0.0033639276175157287
0.35,0.35,-0.4506311118988492,0.005098728450290383,0.0029275514800606505
0.36,0.36,-0.44890405568885844,0.0050917574142885615,0.0028924142891581565
0.37,0.37,-0.44662486554762065,0.005089213173381066,0.0028989603959398424
0.38,0.38,-0.4447323121855278,0.0050477373697404996,0.0027280794787345095
0.39,0.39,-0.44790156645644297,0.005106993402878046,0.0020943868564579256
0.4,0.4,-0.45198664871877753,0.0051219761384106895,0.002324315366942171
0.41,0.41,-0.4488257311272892,0.005123173589531708,0.002206189960933253
0.42,0.42,-0.4457987575285535,0.005124381574675752,0.0023137442813446775
0.43,0.43,-0.4417669694859709,0.005107280296414032,0.0029790364610664008
0.44,0.44,-0.4472418640085995,0.005107391662227764,0.002944753739401302
0.45,0.45,-0.4481434822642101,0.00510776996708894,0.0027435569020523667
0.46,0.46,-0.4494340706474041,0.005135132617355782,0.0027850978828958717
0.47,0.47,-0.44933355295018207,0.005138474293537346,0.002849002248419925
0.48,0.48,-0.4530466138768685,0.005146447757394296,0.003144114341917629
0.49,0.49,-0.4559739296757817,0.005172195038651428,0.003949817015754536
0.5,0.5,-0.45375432105874264,0.005162805619881911,0.004126230058756542
0.51,0.51,-0.4556941896001655,0.005173633419760197,0.004579380335988845
0.52,0.52,-0.4587029140756076,0.00518168984769636,0.005051847999946142
0.53,0.53,-0.4623033337904358,0.005222456299484094,0.004914078211275735
0.54,0.54,-0.4680283956519817,0.005228796268790372,0.006251561583300175
0.55,0.55,-0.46827923388355924,0.005224412174928417,0.006853551310579844
0.56,0.56,-0.4690917659057094,0.005221389986327089,0.007111608835372998
0.57,0.57,-0.47417168178359864,0.00521093161812107,0.007522678850315591
0.58,0.58,-0.47749354391394006,0.005203514042311947,0.008260349969579603
0.59,0.59,-0.4715399639130324,0.005205531962102949,0.007968187782233014
0.6,0.6,-0.4626289262068352,0.005224365064581129,0.006885002733774421
0.61,0.61,-0.4633082889127389,0.00526312815955121,0.005866908317334763
0.62,0.62,-0.46872866228393734,0.005266439406518828,0.004975003384067671
0.63,0.63,-0.46795770241016726,0.005255132195418243,0.00448212825267103
0.64,0.64,-0.4610726786985173,0.005261103269332703,0.005159392994766725
0.65,0.65,-0.4591971099695523,0.005254291613200108,0.005930139672218464
0.66,0.66,-0.46484105723910596,0.005247186399302471,0.005957163909968214
0.67,0.67,-0.4641007998017068,0.005239022216931694,0.005458050562340092
0.68,0.68,-0.458953676976648,0.005231330060854257,0.004143408868350439
0.69,0.69,-0.45850009441340916,0.005198632599725472,0.003605216009360281
0.7,0.7,-0.45881172711751467,0.0051554467526693445,0.003835249771516208
0.71,0.71,-0.4583038329965034,0.00518494089582737,0.004045635703705556
0.72,0.72,-0.45709880035304096,0.005220021029456366,0.0035529804638658145
0.73,0.73,-0.4561477641097036,0.005205368775530493,0.0028294930774721344
0.74,0.74,-0.4521969550419893,0.005157431312775843,0.003630683436268409
0.75,0.75,-0.45224069902640335,0.005142271789626106,0.004174998992000535
0.76,0.76,-0.4519238517129159,0.005194929404911414,0.003849933722717808
0.77,0.77,-0.45421459843588663,0.005219618805549325,0.0029355465909895904
0.78,0.78,-0.45280982817709386,0.005229765284992069,0.0028530557363624916
0.79,0.79,-0.4589114138984235,0.005213721727307415,0.0029079580661294743
0.8,0.8,-0.4707079520133035,0.005227824583918975,0.005655252469780429
0.81,0.81,-0.47220460675719966,0.0051999326083611835,0.007550790008753406
0.82,0.82,-0.4690311289017502,0.005183278387304887,0.00832298723041434
0.83,0.83,-0.4754352184783413,0.005217367805194082,0.009699540826295067
0.84,0.84,-0.4809813533685894,0.005220706651294881,0.01099242329515976
0.85,0.85,-0.48474765634046557,0.005242486963048722,0.011944418026356466
0.86,0.86,-0.4860548040787798,0.005251022539516356,0.012003333523914746
0.87,0.87,-0.491737097496085,0.005270077716902801,0.012206495113855905
0.88,0.88,-0.4945563732510887,0.005272685964577744,0.011147328367910124
0.89,0.89,-0.4968238346510669,0.005274700626896005,0.010173366874261057
0.9,0.9,-0.4949835923782085,0.005272564213320162,0.01001409772272526
0.91,0.91,-0.49295531167331513,0.005272006090734051,0.009269661217976627
0.92,0.92,-0.4912534075063928,0.0052819059802024955,0.006921299401240276
0.93,0.93,-0.4942724333512418,0.005311212340955293,0.005177155429668642
0.94,0.94,-0.48997993140800267,0.005349731236135973,0.003897823379983239
0.95,0.95,-0.487998215637807,0.0053566245381923725,0.0033468364380814103
0.96,0.96,-0.48989540898472456,0.00529241976165086,0.002747693092630018
0.97,0.97,-0.4884746836490391,0.005325658622501215,0.00302122060655405
0.98,0.98,-0.4888126349017508,0.005327023408805224,0.0030522458347712147
0.99,0.99,-0.4849727542727524,0.005315047829345176,0.003075495550550944
1.0,1.0,-0.4810073882590195,0.005276867737633587,0.0038251190533297188
