time_ratio,time_ratio,FEP_forward_bythislambda(kcal/mol),FEP_reverse_bythislambda(kcal/mol),FEP_forward_Rolling_STD(kcal/mol),FEP_reverse_Rolling_STD(kcal/mol)
0.010000000000000009,0.010000000000000009,-15.031737350797743,-14.24972911992309,0.01739305544706786,0.029460118616155422
0.020000000000000018,0.020000000000000018,-15.03948635553796,-14.213271670679752,0.01739305544706786,0.029460118616155422
0.030000000000000027,0.030000000000000027,-15.039643704832706,-14.24164172130513,0.01739305544706786,0.029460118616155422
0.040000000000000036,0.040000000000000036,-15.054940231570958,-14.262155685703684,0.01739305544706786,0.029460118616155422
0.050000000000000044,0.050000000000000044,-15.03197938517465,-14.264720563048998,0.01739305544706786,0.029460118616155422
0.06000000000000005,0.06000000000000005,-15.034344679885088,-14.268589535125745,0.01739305544706786,0.029460118616155422
0.06999999999999995,0.06999999999999995,-15.045679395785957,-14.282540539915466,0.01739305544706786,0.029460118616155422
0.07999999999999996,0.07999999999999996,-15.05972259679953,-14.28280628679977,0.01739305544706786,0.029460118616155422
0.08999999999999997,0.08999999999999997,-15.064133763549778,-14.296697413665028,0.01739305544706786,0.029460118616155422
0.09999999999999998,0.09999999999999998,-15.074203551962983,-14.30184017158569,0.01739305544706786,0.029460118616155422
0.10999999999999999,0.10999999999999999,-15.082942007062975,-14.311419106487191,0.01739305544706786,0.029460118616155422
0.12,0.12,-15.082572737379804,-14.319963096560842,0.019015051700914234,0.02450161962744218
0.13,0.13,-15.080977026997239,-14.328239534755344,0.0193092452358324,0.02344742514780514
0.14,0.14,-15.076889228926506,-14.320806785503112,0.019767057659584066,0.022497525304499312
0.15000000000000002,0.15000000000000002,-15.075015685158856,-14.310236716730701,0.016612807416317914,0.019470576566239517
0.16000000000000003,0.16000000000000003,-15.071195903801893,-14.313016489317448,0.011792363765662055,0.01560543249332597
0.17000000000000004,0.17000000000000004,-15.069803576080655,-14.312850786232055,0.007728472284951295,0.013125950927149282
0.18000000000000005,0.18000000000000005,-15.075562943327506,-14.314022961556008,0.005954734518825547,0.009086692447665995
0.18999999999999995,0.18999999999999995,-15.06743531459896,-14.311287100012724,0.005323036443523622,0.007161874476656254
0.19999999999999996,0.19999999999999996,-15.066279186275029,-14.30927752489611,0.0060974321737142945,0.006009834117522023
0.20999999999999996,0.20999999999999996,-15.072253367780224,-14.310021276368087,0.005424394095417353,0.006120508287776958
0.21999999999999997,0.21999999999999997,-15.078733282985898,-14.31413042945708,0.004838584956738642,0.0058646155612997065
0.22999999999999998,0.22999999999999998,-15.081218257981178,-14.312652203847646,0.004880893808930076,0.003273205506439782
0.24,0.24,-15.079493770734532,-14.315942664863146,0.005147681453541409,0.0021113631547005707
0.25,0.25,-15.08023662725422,-14.312744529172686,0.005545442173773331,0.001978003597932604
0.26,0.26,-15.080210532661752,-14.314601893205223,0.005728682990697558,0.0020766527510587187
0.27,0.27,-15.080919280895335,-14.319317075139887,0.005659917281260807,0.0029383827684913446
0.28,0.28,-15.085828031718862,-14.323284126190602,0.0064062871143217666,0.004300415083700223
0.29000000000000004,0.29000000000000004,-15.091480968403246,-14.324157427819078,0.0068086544599885905,0.005134877304113465
0.30000000000000004,0.30000000000000004,-15.093495782552365,-14.324231879314755,0.006282587986451513,0.005260848980573363
0.31000000000000005,0.31000000000000005,-15.098949074568907,-14.328071669639082,0.007114808190611003,0.00564185611373449
0.31999999999999995,0.31999999999999995,-15.104533611799928,-14.332735352805983,0.008996236422269011,0.006831548512210968
0.32999999999999996,0.32999999999999996,-15.108388950724516,-14.332624617161297,0.010770489793943495,0.007107265657891927
0.33999999999999997,0.33999999999999997,-15.10370549617034,-14.328598083866263,0.010779324197456395,0.006879346562460822
0.35,0.35,-15.105075498912559,-14.32853468652737,0.010425114774440658,0.005712711242884497
0.36,0.36,-15.102768625668302,-14.324192164843959,0.009172489177169733,0.004284872228701269
0.37,0.37,-15.103019955919041,-14.324695283229804,0.0071746030687503855,0.0035466362325913036
0.38,0.38,-15.105139471889542,-14.326945989593487,0.005397400937751238,0.0032869742759661195
0.39,0.39,-15.105655468825,-14.325807882746005,0.004144173092296317,0.003139818274451793
0.4,0.4,-15.102500363795315,-14.322367625893888,0.002473428052724854,0.0034087346953563425
