time_ratio,time_ratio,free_energy(kcal/mol),estimated std,Rolling_STD(kcal/mol)
0.010000000000000009,0.010000000000000009,-14.206747360777303,0.05122007854087431,0.023141493394046135
0.020000000000000018,0.020000000000000018,-14.123451285147992,0.035577997151013875,0.023141493394046135
0.030000000000000027,0.030000000000000027,-14.089552253962005,0.02900537313194547,0.023141493394046135
0.040000000000000036,0.040000000000000036,-14.077408995583093,0.024912200652632503,0.023141493394046135
0.050000000000000044,0.050000000000000044,-14.105263627849364,0.022577686596698066,0.023141493394046135
0.06000000000000005,0.06000000000000005,-14.09733115304017,0.020706311750908587,0.023141493394046135
0.06999999999999995,0.06999999999999995,-14.105475032395285,0.01959634133949646,0.023141493394046135
0.07999999999999996,0.07999999999999996,-14.144336686335409,0.018597905756617007,0.023141493394046135
0.08999999999999997,0.08999999999999997,-14.114217674588811,0.01749199450377083,0.023141493394046135
0.09999999999999998,0.09999999999999998,-14.086645057914787,0.016417455028392633,0.023141493394046135
0.10999999999999999,0.10999999999999999,-14.064697520826556,0.015486709177217683,0.023141493394046135
0.12,0.12,-14.071444718559418,0.014860919942966237,0.02333782592689068
0.13,0.13,-14.066684453415245,0.014105243403483722,0.025057338036023138
0.14,0.14,-14.050196270397521,0.013643045145402164,0.028254663333357806
0.15000000000000002,0.15000000000000002,-14.030842262511545,0.01308122177921443,0.03331898751606777
0.16000000000000003,0.16000000000000003,-14.027917072134315,0.012597995912203343,0.03706493143816454
0.17000000000000004,0.17000000000000004,-14.020031226687498,0.012194549647071737,0.039355822298128174
0.18000000000000005,0.18000000000000005,-14.011422796088894,0.01176237682953411,0.03243386874369998
0.18999999999999995,0.18999999999999995,-13.994410571840953,0.011389851658342099,0.02991688326658833
0.19999999999999996,0.19999999999999996,-14.002884147942344,0.01110893766815136,0.027813582523937737
0.20999999999999996,0.20999999999999996,-14.011607802034648,0.010809769909518489,0.026342230212619014
0.21999999999999997,0.21999999999999997,-14.013564501115576,0.010523364315881068,0.021902021712798144
0.22999999999999998,0.22999999999999998,-14.005997605569496,0.01023241248645301,0.01607074827511314
0.24,0.24,-13.996345924477309,0.010023823032673324,0.012233418281405315
0.25,0.25,-13.991794831823356,0.009798545221286398,0.011589246850503786
0.26,0.26,-13.98926510431582,0.00957650427547169,0.010448824920679636
0.27,0.27,-13.9884586740463,0.009353299696709632,0.009721437122099693
0.28,0.28,-13.98362030730889,0.009164598783155915,0.010236411252262888
0.29000000000000004,0.29000000000000004,-13.984959024059364,0.008956402500209681,0.010992071818665716
0.30000000000000004,0.30000000000000004,-13.992947650693697,0.008803013090208233,0.010833952026079358
0.31000000000000005,0.31000000000000005,-14.004006564208678,0.008689670979524191,0.009825744888309576
0.31999999999999995,0.31999999999999995,-14.007952367603288,0.008544233551018385,0.008755687829558547
0.32999999999999996,0.32999999999999996,-14.008812944574498,0.008385766335177021,0.009199248045643944
0.33999999999999997,0.33999999999999997,-14.01418072000492,0.008240471495718117,0.011067806653986302
0.35,0.35,-14.010385690333333,0.008130725504195914,0.011713560265630916
0.36,0.36,-14.015730681258061,0.008038387203598875,0.012376559698615563
0.37,0.37,-14.010453569834961,0.007940847971481434,0.011821267944011829
0.38,0.38,-14.015920827149017,0.007845276717783673,0.010138069583837091
0.39,0.39,-14.01471805943004,0.007751533051581575,0.00697538181194145
0.4,0.4,-14.012368310121278,0.0076881014195801615,0.003858765417104312
0.41000000000000003,0.41000000000000003,-14.015636483736833,0.00764377011185375,0.0030283453451204773
0.42000000000000004,0.42000000000000004,-14.014104102722312,0.007578483319149154,0.002565127319561934
0.43000000000000005,0.43000000000000005,-14.018206125791174,0.00750841576744446,0.002486089551265174
0.43999999999999995,0.43999999999999995,-14.016490181782606,0.007414109797104303,0.002592155420222428
0.44999999999999996,0.44999999999999996,-14.01082430302608,0.007317199674570749,0.002519344826793355
0.45999999999999996,0.45999999999999996,-14.011079109363175,0.007227018966592152,0.0026799435550271186
0.47,0.47,-14.010590944363292,0.0071565585568960305,0.002660136773164648
0.48,0.48,-14.013142012289581,0.007070432864337638,0.0025804204014030423
0.49,0.49,-14.011613735067453,0.00699237634908472,0.002632670986593973
0.5,0.5,-14.00676047035461,0.006924186182444333,0.003371693012096683
0.51,0.51,-14.003724380189096,0.006842869564724341,0.0042623975516441325
0.52,0.52,-13.994279958394362,0.006798041046566405,0.006831695473167493
0.53,0.53,-13.99242741851615,0.006732365492028867,0.008014524424742793
0.54,0.54,-13.997386083990422,0.006660631564622224,0.007799740426967191
0.55,0.55,-13.997097633279308,0.006608443719722547,0.00790376784734215
0.56,0.56,-13.996076113885554,0.006549887156124421,0.007793838095270703
0.5700000000000001,0.5700000000000001,-14.000786393700135,0.006489646029330285,0.007232850790702932
0.5800000000000001,0.5800000000000001,-14.008767932981407,0.006443990084638193,0.006537992017166703
0.5900000000000001,0.5900000000000001,-14.009335903850573,0.006386739010702556,0.006151180277492393
0.6,0.6,-14.007052453640139,0.006328604468878697,0.006183938867756421
0.61,0.61,-14.006330792812356,0.006262598789288138,0.006377771949928617
0.62,0.62,-14.010218281139473,0.006211764582602209,0.006514621607339977
0.63,0.63,-14.011871139588987,0.006153191085114261,0.00604295222110875
0.64,0.64,-14.009798739286024,0.006096659034187594,0.005685348692373509
0.65,0.65,-14.006315615888331,0.006057065578181147,0.004809383699179066
0.6599999999999999,0.6599999999999999,-14.004680411492918,0.006004688202725083,0.0032102011873308173
0.6699999999999999,0.6699999999999999,-14.001635162774651,0.005943965290200912,0.003017974414041624
