time_ratio,time_ratio,FEP_forward_bythislambda(kcal/mol),FEP_reverse_bythislambda(kcal/mol),FEP_forward_Rolling_STD(kcal/mol),FEP_reverse_Rolling_STD(kcal/mol)
0.010000000000000009,0.010000000000000009,0.4375987277417868,,0.012320724196124478,
0.020000000000000018,0.020000000000000018,0.45145551874084905,,0.012320724196124478,
0.030000000000000027,0.030000000000000027,0.46942224121704,,0.012320724196124478,
0.040000000000000036,0.040000000000000036,0.46934226656701444,,0.012320724196124478,
0.050000000000000044,0.050000000000000044,0.4541974163011261,,0.012320724196124478,
0.06000000000000005,0.06000000000000005,0.44890438945032984,,0.012320724196124478,
0.06999999999999995,0.06999999999999995,0.43767401380365334,,0.012320724196124478,
0.07999999999999996,0.07999999999999996,0.4330605526355189,,0.012320724196124478,
0.08999999999999997,0.08999999999999997,0.44166292897685555,,0.012320724196124478,
0.09999999999999998,0.09999999999999998,0.44127961903835716,,0.012320724196124478,
0.10999999999999999,0.10999999999999999,0.44625214161273996,,0.012320724196124478,
0.12,0.12,0.4495009588715476,,0.012298655973950537,
0.13,0.13,0.44876432802064764,,0.010038713013006104,
0.14,0.14,0.44596279804192845,,0.006299972534980505,
0.15000000000000002,0.15000000000000002,0.44371333492333487,,0.00534926021827533,
0.16000000000000003,0.16000000000000003,0.4429922742630724,,0.005024221240175209,
0.17000000000000004,0.17000000000000004,0.4414749646754347,,0.004702765928483667,
0.18000000000000005,0.18000000000000005,0.44055213428745105,,0.0032256458501089534,
0.18999999999999995,0.18999999999999995,0.44164896463986053,,0.003226876493305934,
0.19999999999999996,0.19999999999999996,0.4435222669666803,,0.003074606787504471,
0.20999999999999996,0.20999999999999996,0.4419120725875605,,0.00309637885414705,
0.21999999999999997,0.21999999999999997,0.4420334875101979,,0.00245818874422043,
0.22999999999999998,0.22999999999999998,0.44163540155362563,,0.0015495674877127764,
0.24,0.24,0.4430880573523432,,0.0010217776624125282,
0.25,0.25,0.44232136696444735,,0.0008873533831743504,
0.26,0.26,0.4425222698734562,,0.0008474566922202157,
0.27,0.27,0.4439238752414736,,0.000996735490182141,
0.28,0.28,0.4453162546765911,,0.0011814329558953068,
0.29000000000000004,0.29000000000000004,0.44742483977171305,,0.0018067163235578386,
0.30000000000000004,0.30000000000000004,0.4479349640511352,,0.0023153265126606985,
0.31000000000000005,0.31000000000000005,0.4455968331683114,,0.0022723030920023613,
0.31999999999999995,0.31999999999999995,0.4453771041679495,,0.002164860513073585,
0.32999999999999996,0.32999999999999996,0.4445892075181539,,0.001915604006774706,
0.33999999999999997,0.33999999999999997,0.44356594589015863,,0.0018733835818601872,
0.35,0.35,0.44462356485776494,,0.0016559627808845434,
0.36,0.36,0.4438877436639052,,0.0014663829585027065,
0.37,0.37,0.4449472395861186,,0.0013997613745890772,
0.38,0.38,0.44631114251074266,,0.0014339022931593194,
0.39,0.39,0.4474917152462753,,0.0014443788673883604,
0.4,0.4,0.4473189548261412,,0.001334772902638741,
0.41000000000000003,0.41000000000000003,0.4491747892792514,,0.0018003887274805322,
0.42000000000000004,0.42000000000000004,0.44950836197474753,,0.002150652492773734,
0.43000000000000005,0.43000000000000005,0.44938850791636514,,0.002296237432175327,
0.43999999999999995,0.43999999999999995,0.4497111443886413,,0.0022081630663801934,
0.44999999999999996,0.44999999999999996,0.4502920124503974,,0.002190421947836672,
0.45999999999999996,0.45999999999999996,0.4503631401907727,,0.0018321649890276385,
0.47,0.47,0.4493239986621209,,0.0013656200576881983,
0.48,0.48,0.45033201378423093,,0.001085739599654049,
0.49,0.49,0.4512596647592924,,0.0010451998994243544,
0.5,0.5,0.45062459101711627,,0.0006783325693716831,
0.51,0.51,0.4505177871637852,,0.0006283869176422923,
0.52,0.52,0.45047208783622256,,0.0005951147477317165,
0.53,0.53,0.4500188953932719,,0.000525575785308937,
0.54,0.54,0.4499754096887175,,0.0004991290469281084,
0.55,0.55,0.45039190788582445,,0.0004995515027583444,
0.56,0.56,0.45032540924529446,,0.0004993986440765298,
0.5700000000000001,0.5700000000000001,0.4498298089179757,,0.00040318870747722255,
0.5800000000000001,0.5800000000000001,0.45064748147646916,,0.00041172395235823683,
0.5900000000000001,0.5900000000000001,0.45081562637762257,,0.00032408041387469485,
0.6,0.6,0.4499492034777111,,0.0003334917496581106,
0.61,0.61,0.45077222692818325,,0.0003610036902431895,
0.62,0.62,0.4508912372492471,,0.000402587258131354,
0.63,0.63,0.4514241213957813,,0.000502481469025396,
0.64,0.64,0.4507841813893119,,0.0004724537560038555,
0.65,0.65,0.45109353326497514,,0.0004925719536560414,
0.6599999999999999,0.6599999999999999,0.4506855973851611,,0.0004789123854684387,
0.6699999999999999,0.6699999999999999,0.4502380325390043,,0.00040994104549305424,
0.6799999999999999,0.6799999999999999,0.45068692445837216,,0.00040924670284915593,
0.69,0.69,0.44999990277603563,,0.00046822985930904966,
0.7,0.7,0.44972788285771825,,0.0005086522123176772,
0.71,0.71,0.4489338144419303,,0.0007339938701780746,
0.72,0.72,0.44905714587311313,,0.0008329953388015888,
0.73,0.73,0.44967498117056043,,0.0007406410694314482,
0.74,0.74,0.44927618064866953,,0.0007366983623309433,
0.75,0.75,0.44935241303840323,,0.0006313067885698074,
0.76,0.76,0.449262007130024,,0.0005562673187373,
0.77,0.77,0.4493959578593717,,0.000514650407287882,
0.78,0.78,0.4491608730448352,,0.0003281591502698601,
0.79,0.79,0.4484236937323252,,0.00037475467077929407,
0.8,0.8,0.44791411269833675,,0.0005170375871277802,
0.81,0.81,0.4469675480967964,,0.0008382016823504938,
0.8200000000000001,0.8200000000000001,0.4470815392946908,,0.0010006397498666395,
0.83,0.83,0.4477874196027325,,0.0009633392303608183,
0.84,0.84,0.4470926343103018,,0.0010049018292879446,
0.85,0.85,0.44738903937833024,,0.0009547912211516859,
0.86,0.86,0.44721934718485096,,0.0008817992088371959,
0.87,0.87,0.4471024935872562,,0.0007156811489672245,
0.88,0.88,0.4473411237919078,,0.0004666451471786146,
0.89,0.89,0.44681357751320255,,0.0003494796363166171,
0.9,0.9,0.4469277437573898,,0.0002800660534846188,
0.91,0.91,0.44697308833093347,,0.00027962125530419225,
0.92,0.92,0.4472408946086426,,0.00027838046514413214,
0.9299999999999999,0.9299999999999999,0.44733849967274886,,0.000194740718494681,
0.94,0.94,0.4473704651389766,,0.00020610976570461842,
0.95,0.95,0.4477594035838845,,0.0002721982745345045,
0.96,0.96,0.4483581480963658,,0.0004544032174545931,
0.97,0.97,0.4489064587177193,,0.0006661060874978983,
0.98,0.98,0.4488895782719337,,0.0007923302459538203,
0.99,0.99,0.4486248911923187,,0.0007848994672688122,
1.0,1.0,0.4480603754679141,,0.0007176447564944719,
